position_api,position_calculated,title,publication,authors,self_citation_status,matched_text,link,data_cid
9,549,Embryology and genetics of the mammalian gonads and ducts,"KL Parker, BP Schimmer - Knobil and Neill's Physiology of …, 2006 - books.google.com",KL Parker; BP Schimmer,NO AUTOCITA,,https://books.google.com/books?hl=en&lr=&id=1_1cDe92k_YC&oi=fnd&pg=PA313&ots=DW2GmHkUxj&sig=OTlECG-pPloHEy08jYE3SfbwX8A,OINxfmHO7I4J
10,550,Expression pattern and functional analysis of R-spondin1 in tongue sole Cynoglossus semilaevis,"J Liu, T Liu, J Niu, X Wu, J Zhai, Q Zhang, J Qi - Gene, 2018 - Elsevier",J Liu; T Liu; J Niu; X Wu; J Zhai; Q Zhang; J Qi,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0378111917310144,M7yEX3O2vNkJ
11,551,"Sex-biased expression of sex-differentiating genes FOXL2 and FGF9 in American alligators, Alligator mississippiensis","DE Janes, RM Elsey, EM Langan, N Valenzuela… - Sexual …, 2013 - karger.com",DE Janes; RM Elsey; EM Langan; N Valenzuela,NO AUTOCITA,,https://karger.com/sxd/article/7/5/253/296372,n9556NGyTIAJ
12,552,Fertility management of patients with reduced ovarian reserve,"PG Artini, M Ruggiero, A Uccelli… - … System and Sexual …, 2013 - researchgate.net",PG Artini; M Ruggiero; A Uccelli…,NO AUTOCITA,,https://www.researchgate.net/profile/Paolo-Artini/publication/290473772_Fertility_Management_of_Patients_with_Reduced_Ovarian_Reserve/links/5a69b6ef4585154d15446093/Fertility-Management-of-Patients-with-Reduced-Ovarian-Reserve.pdf,W1hmdkO3zTcJ
13,553,Identification and Sexually Dimorphic Expression of a FoxL2-like Gene in Mud Crab (Scylla paramamosain): Potential Roles in Male Differentiation and Development,"Y Yuan, J Lin, X Tan, X Shi, S Fang, Y Zhang… - … An International Journal …, 2021 - Springer",Y Yuan; J Lin; X Tan; X Shi; S Fang; Y Zhang…,NO AUTOCITA,,https://link.springer.com/article/10.1007/s41208-020-00249-1,ytqtq194vL4J
14,554,The transcription factor FOXL2 in ovarian function and dysfunction.,"E De Baere, M Fellous… - Folia Histochemica et …, 2009 - journals.viamedica.pl",E De Baere; M Fellous…,NO AUTOCITA,,https://journals.viamedica.pl/folia_histochemica_cytobiologica/article/view/4286,QKT3HuBZEBwJ
15,555,Development and Maldevelopment of the Ovaries,"DH Castrillon - Gynecologic and Obstetric Pathology, 2025 - Springer",DH Castrillon,NO AUTOCITA,,https://link.springer.com/content/pdf/10.1007/978-981-97-4822-8_37.pdf,5YmAHqWXm3MJ
16,556,Morphological characteristics observed during early follicular development in perinatal MRL/MpJ mice,"Y Yamashita, T Nakamura… - Japanese …, 2015 - Graduate School of Veterinary …",Y Yamashita; T Nakamura…,NO AUTOCITA,,,mBwr_opc2UIJ
17,557,Association of reproductive performance with SNPs of FOXL2 gene by SSCP in Japanese flounder (Paralichthys olivaceus),"B Shi, HS Wen, F He, SL Dong, S Ma, CF Chen… - … and Physiology Part B …, 2009 - Elsevier",B Shi; HS Wen; F He; SL Dong; S Ma; CF Chen…,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S1096495908003266,MhN_D6WUHrQJ
18,558,Wakayama Symposium: Notch-FoxL2-α-SMA axis in eyelid levator muscle development and congenital blepharophimosis,"CY Liu - The ocular surface, 2012 - Elsevier",CY Liu,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S1542012412001279,toqAqBrp2p8J
19,559,Silkworm FoxL21 plays important roles as a regulator of ovarian development in both oogenesis and ovariole development,"M Tanaka, T Fujii, H Mon, JM Lee, K Kakino… - Insect biochemistry and …, 2022 - Elsevier",M Tanaka; T Fujii; H Mon; JM Lee; K Kakino…,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0965174822000194,JwFeVTydV1gJ
20,560,Generation of pluripotent stem cells from eggs of aging mice,"J Huang, M Okuka, F Wang, B Zuo, P Liang… - Aging …, 2010 - Wiley Online Library",J Huang; M Okuka; F Wang; B Zuo; P Liang,NO AUTOCITA,,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1474-9726.2009.00539.x,w0Ho8_XZF6UJ
1,561,An essential role for Polycomb Repressive Complex 2 in the mouse ovary,"L Prokopuk, EG Jarred, RO Blücher… - …, 2022 - rep.bioscientifica.com",L Prokopuk; EG Jarred; RO Blücher…,NO AUTOCITA,,https://rep.bioscientifica.com/view/journals/rep/163/3/REP-21-0361.xml,RmbQYTdyO0gJ
2,562,Reproduction and ovarian ageing,"A Swanton, T Child - British Menopause Society Journal, 2005 - journals.sagepub.com",A Swanton; T Child,NO AUTOCITA,,https://journals.sagepub.com/doi/abs/10.1258/136218005775544200,ipxQn5-t3pgJ
3,563,Тканевые и молекулярные основы фолликулогенеза. Механизмы раннего фолликулярного роста,"ИА Петров, МЛ Дмитриева, ОА Тихоновская… - Проблемы …, 2017 - elibrary.ru",ИА Петров; МЛ Дмитриева; ОА Тихоновская…,AUTOCITA,ИА Петров,https://elibrary.ru/item.asp?id=30605301,vkdP11T797MJ
4,564,哺乳动物卵泡卵母细胞发育的调控机制研究,"Y Zhang, J Liu, C Wang, G Xia, H Zhang - Chinese Science Bulletin, 2025 - sciengine.com",Y Zhang; J Liu; C Wang; G Xia; H Zhang,NO AUTOCITA,,https://www.sciengine.com/parse/pdf/0023-074X/5778C630708E424B980917465C1A3750.pdf?attname=%E5%93%BA%E4%B9%B3%E5%8A%A8%E7%89%A9%E5%8D%B5%E6%B3%A1%E5%8D%B5%E6%AF%8D%E7%BB%86%E8%83%9E%E5%8F%91%E8%82%B2%E7%9A%84%E8%B0%83%E6%8E%A7%E6%9C%BA%E5%88%B6%E7%A0%94%E7%A9%B6.pdf,yDuEWHe_NX0J
5,565,Genetic analysis of premature ovarian failure: role of forkhead and TGF-beta genes,"B Lakhal, P Laissue, H Elghèzal… - … , Obstetrique & Fertilite, 2008 - europepmc.org",B Lakhal; P Laissue; H Elghèzal…,NO AUTOCITA,,https://europepmc.org/article/med/18692424,acLIFB_L-A8J
6,566,"Cloning of the promoter region of a human gene, FOXL2, and its regulation by STAT3","Y Han, T Wang, S Sun, Z Zhai… - Molecular medicine …, 2017 - spandidos-publications.com",Y Han; T Wang; S Sun; Z Zhai…,NO AUTOCITA,,https://www.spandidos-publications.com/mmr/16/3/2856,LytW5kkbLxoJ
7,567,Neural crest cells in ocular development,"S Jasrapuria-Agrawal, PY Lwigale - Neural crest cells, 2014 - Elsevier",S Jasrapuria-Agrawal; PY Lwigale,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/B9780124017306000119,F5lDa44k3xUJ
8,568,Transcriptome analysis of blood for the discovery of sex-related genes in ricefield eel Monopterus albus,"W Ding, L Cao, Z Cao, X Bing - Fish physiology and biochemistry, 2020 - Springer",W Ding; L Cao; Z Cao; X Bing,NO AUTOCITA,,https://link.springer.com/article/10.1007/s10695-020-00809-5,im0vUJrxagMJ
9,569,Chitosan-encapsulated linoleic acid from Leucaena leucocephala (Lam.) de Wit. inhibits FOXL2 mutation in MNU-induced ovarian granulosa cell tumors in …,"CA Ukwubile, HB Yesufu, RN Okoro, AA Ahuchaogu… - Next …, 2025 - Elsevier",CA Ukwubile; HB Yesufu; RN Okoro; AA Ahuchaogu,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S2949829525000609,YXURDgVeqM0J
10,570,Construction of copy number variation map identifies small regions of overlap and candidate genes for atypical female genitalia development,"AU Amukamara, IE Amarillo - Reproductive Medicine, 2022 - mdpi.com",AU Amukamara; IE Amarillo,NO AUTOCITA,,https://www.mdpi.com/2673-3897/3/2/14,cCBiEHRKPeMJ
11,571,Foxl2a and Foxl2b are involved in midbrain-hindbrain boundary development in zebrafish,"J Zhou, YJ Yang, RH Gan, Y Wang, Z Li… - Gene Expression …, 2022 - Elsevier",J Zhou; YJ Yang; RH Gan; Y Wang; Z Li…,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S1567133X22000564,-9uHfcMA8DcJ
12,572,Single-cell transcriptomics of the mouse gonadal soma reveals the establishment of sexual dimorphism in distinct cell lineages,"I Stévant, F Kühne, A Greenfield, MC Chaboissier… - BioRxiv, 2018 - biorxiv.org",I Stévant; F Kühne; A Greenfield; MC Chaboissier…,NO AUTOCITA,,https://www.biorxiv.org/content/10.1101/410407.abstract,pow5RbIeNhYJ
13,573,Culturing Rat Whole Ovary for UV Filter Benzophenone‐3 Treatment,"CG Santamaría, JE Abud, EH Luque… - Current Protocols in …, 2019 - Wiley Online Library",CG Santamaría; JE Abud; EH Luque,NO AUTOCITA,,https://currentprotocols.onlinelibrary.wiley.com/doi/abs/10.1002/cptx.89,SvUOFvcr0OMJ
14,574,Relationship Between Pituitary Gland and Stem Cell in the Aspect of Hormone Production and Disease Prevention: A Narrative Review,"A Sharma, R Kumar, A Saini, W Dagar… - … Metabolic & Immune …, 2025 - benthamdirect.com",A Sharma; R Kumar; A Saini; W Dagar…,NO AUTOCITA,,https://www.benthamdirect.com/content/journals/emiddt/10.2174/0118715303314551241031093717,akNcqOzCqxMJ
15,575,Ovarian reserve,"Z Kiran - Subfertility, 2021 - Elsevier",Z Kiran,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/B9780323759458000049,obiNjqdFHboJ
16,576,Development and maldevelopment of the female reproductive system,"DH Castrillon - Gynecologic and Obstetric Pathology, Volume 1, 2019 - Springer",DH Castrillon,NO AUTOCITA,,https://link.springer.com/chapter/10.1007/978-981-13-3016-2_1,EKnnJW4xb_sJ
17,577,Biomolecules of human female fertility-potential therapeutic targets for pharmaceutical design,"Z Huang, E Fragouli, D Wells - Current pharmaceutical design, 2012 - benthamdirect.com",Z Huang; E Fragouli; D Wells,NO AUTOCITA,,https://www.benthamdirect.com/content/journals/cpd/10.2174/138161212799040439,YAByyMBgRbYJ
18,578,Telomeres and reproductive Aging,"S Aydos - Rev. Sel. Top. Telomere Biol, 2012 - books.google.com",S Aydos,NO AUTOCITA,,https://books.google.com/books?hl=en&lr=&id=bcycDwAAQBAJ&oi=fnd&pg=PA149&ots=pbq7FwfXM8&sig=pJGrGRP_eBiEIJz3eeRcsrXUy7o,VikozjFsLLsJ
19,579,Effects of Heyan Kuntai Capsule (和颜坤泰胶囊) on Follicular Development and Oocyte Cohesin Levels in Aged Mice,"B Zhang, N Chu, X Qiu, W Tang, HJ Gober, D Li… - Chinese Journal of …, 2018 - Springer",B Zhang; N Chu; X Qiu; W Tang; HJ Gober; D Li…,NO AUTOCITA,,https://link.springer.com/article/10.1007/s11655-018-2835-3,0ovsxE46EOoJ
20,580,Оценка причин снижения овариального резерва у женщин репродуктивного возраста,"МА Буданова - … теории и практики. Серия: естественные и …, 2021 - scholar.archive.org",МА Буданова,AUTOCITA,МА Буданова,https://scholar.archive.org/work/o4k64773bvfxvawxm2exgan6sq/access/wayback/http://nauteh-journal.ru/files/48523d4b-4d0a-4088-a97e-7b814b921d4f,tTZJ-xY1fVYJ
1,581,From ovarian development to folliculogenesis: essential networks sustaining the ovarian reserve,F Naillat - 2022 - oulurepo.oulu.fi,F Naillat,NO AUTOCITA,,https://oulurepo.oulu.fi/handle/10024/43944,OcSjQfAgjV8J
2,582,Female Infertility and Assisted Reproduction: Impact of Oxidative Stress--An Update,"BJ Premkumar, A Agarwal - Current Women's Health Reviews, 2012 - ingentaconnect.com",BJ Premkumar; A Agarwal,NO AUTOCITA,,https://www.ingentaconnect.com/content/ben/cwhr/2012/00000008/00000003/art00001,5O4BfGpleSIJ
3,583,Functional analysis of Mmd2 and related PAQR genes during sex determination in mice,"L Zhao, E Thomson, ET Ng, E Longmuss… - Sexual …, 2022 - karger.com",L Zhao; E Thomson; ET Ng; E Longmuss…,NO AUTOCITA,,https://karger.com/sxd/article/16/4/270/841562,aXZh1ivbM8gJ
4,584,"Menopausal status and factors affecting cessation of menses in the region of Bonn, Germany","CB Pierl, S Rabstein, V Harth, T Brüning… - … European Journal of …, 2007 - Springer",CB Pierl; S Rabstein; V Harth; T Brüning…,NO AUTOCITA,,https://link.springer.com/article/10.2478/s11536-007-0017-3,S_AhD56XA9oJ
5,585,Revisiting reproduction: What a difference a gene makes,"BD Murphy - Nature Medicine, 2010 - nature.com",BD Murphy,NO AUTOCITA,,https://www.nature.com/articles/nm0510-527,zpaBRr5ufl4J
6,586,Transcriptome evolution of the mammalian germline,N Mbengue - 2025 - archiv.ub.uni-heidelberg.de,N Mbengue,NO AUTOCITA,,https://archiv.ub.uni-heidelberg.de/volltextserver/37220/,nhuW2joPmJ4J
7,587,Comparison of different fertilisation media for an in vitro maturation–fertilisation–culture system using flow-cytometrically sorted X chromosome-bearing spermatozoa …,"LB Ferré, Y Bogliotti, JL Chitwood, C Fresno… - Reproduction, Fertility …, 2016 - connectsci.au",LB Ferré; Y Bogliotti; JL Chitwood; C Fresno,NO AUTOCITA,,https://connectsci.au/rd/article-abstract/28/11/1695/50804,bWc5HyNnWo4J
8,588,Associations between morphometric characteristics of the reproductive tract and fertility in beef cattle,SE Battista - 2019 - rave.ohiolink.edu,SE Battista,NO AUTOCITA,,https://rave.ohiolink.edu/etdc/view?acc_num=osu157471698909519,lWc2ZEQQ0vAJ
9,589,"Non-coding genome, transcription factors, and sex determination","F Poulat - Sexual Development, 2021 - karger.com",F Poulat,NO AUTOCITA,,https://karger.com/sxd/article/15/5-6/295/829211,pAsligBcfDMJ
10,590,Contraception targets in mammalian ovarian development,"EA McLaughlin, AP Sobinoff - Fertility Control, 2010 - Springer",EA McLaughlin; AP Sobinoff,NO AUTOCITA,,https://link.springer.com/chapter/10.1007/978-3-642-02062-9_4,O5LMidOlnKcJ
11,591,Differential expression and genetic polymorphism of DMRT1 and FOXL2 genes in the gonads of Kadaknath chicken,"S Bachamolla, J Sivalingam… - Indian Journal of …, 2024 - researchgate.net",S Bachamolla; J Sivalingam,NO AUTOCITA,,https://www.researchgate.net/profile/Shanmugam-Murugesan-2/publication/382180616_Differential_expression_and_genetic_polymorphism_of_DMRT1_and_FOXL2_genes_in_the_gonads_of_Kadaknath_chicken/links/6690bb7f3e0edb1e0fdd654a/Differential-expression-and-genetic-polymorphism-of-DMRT1-and-FOXL2-genes-in-the-gonads-of-Kadaknath-chicken.pdf,YIGaHb3xtmMJ
12,592,Molecular aspects of follicular development,"Z Huang, D Wells, J Donnez, SS Kim - Princ Pract Fertil Preserv, 2011 - books.google.com",Z Huang; D Wells; J Donnez; SS Kim,NO AUTOCITA,,https://books.google.com/books?hl=en&lr=&id=11sFXv10o6cC&oi=fnd&pg=PA114&ots=6nBB8nBrHq&sig=GEYslY6wGV2xxDmSjUgrwNwvs5Y,7jnNRSuYMTUJ
13,593,Construction Methods and Comparative Research Progress of Premature Ovarian Failure Animal Models,"LI Hongxuan, LI Sihui, F Jiaxin, T Kai, LU Rui… - Laboratory Animal and …, 2021 - slarc.org.cn",LI Hongxuan; LI Sihui; F Jiaxin; T Kai; LU Rui…,NO AUTOCITA,,https://www.slarc.org.cn/dwyx/EN/abstract/abstract4853.shtml,AgyuyZyruJ8J
14,594,Sex differentiation of barramundi lates calcarifer–understanding male sexual development and its manipulation through exogenous steroids and non-steroidal …,TQQ Banh - 2019 - researchonline.jcu.edu.au,TQQ Banh,NO AUTOCITA,,https://researchonline.jcu.edu.au/64547/,WXXMv5iokbIJ
15,595,Gene knockouts that affect female fertility: novel targets for contraception,"RK Naz, B Catalano - Front Biosci (Schol Ed), 2010 - storage.imrpress.com",RK Naz; B Catalano,NO AUTOCITA,,https://storage.imrpress.com/imr/journal/FBS/article/495403/1752777739251.pdf,WOxBCd_8oFgJ
16,596,The initiation and maintenance of a differentiated state in development,"K Javed, JB Gurdon - Developmental biology, 2022 - Elsevier",K Javed; JB Gurdon,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0012160621002542,y7I2cLatTOMJ
17,597,In vitro embryo production from early antral follicles of goats fed with a whole full-fat linseed based diet,"J Cadenas, NAR Sá, ACA Ferreira, VM Paes… - Zygote, 2022 - cambridge.org",J Cadenas; NAR Sá; ACA Ferreira; VM Paes…,NO AUTOCITA,,https://www.cambridge.org/core/journals/zygote/article/in-vitro-embryo-production-from-early-antral-follicles-of-goats-fed-with-a-whole-fullfat-linseed-based-diet/66728A684BCB4F215F365A6F91CAD7BE,LdJl3RdM2iAJ
18,598,Sex determination and differentiation in mammals,"K Miura, A Tomita, Y Kanai - Reproductive and developmental strategies …, 2018 - Springer",K Miura; A Tomita; Y Kanai,NO AUTOCITA,,https://link.springer.com/chapter/10.1007/978-4-431-56609-0_20,KH6RDYkoNysJ
19,599,Genetic Testing in Disorders of Sexual Development,"V Singh, A Saharan, D Handelsman… - Genetic Testing in …, 2024 - Springer",V Singh; A Saharan; D Handelsman…,NO AUTOCITA,,https://link.springer.com/chapter/10.1007/978-981-99-7028-5_1,KnYXriAxGDwJ
20,600,Modelling ovarian development using human pluripotent stem cells,L Danti - 2025 - openarchive.ki.se,L Danti,NO AUTOCITA,,https://openarchive.ki.se/articles/thesis/Modelling_ovarian_development_using_human_pluripotent_stem_cells/28796849?file=55496867,w8yvS9TVzRoJ
1,601,Strategies for improved diagnosis and clinical management of individuals with Differences of Sex Development (DSD),GK Atlas - 2025 - minerva-access.unimelb.edu.au,GK Atlas,NO AUTOCITA,,https://minerva-access.unimelb.edu.au/items/b35756cf-a94e-4816-a679-d5709c375295,3ii4emr348sJ
2,602,Stage-specific mice ovarian somatic cell is involved in primordial folliculogenesis,"G Li, H Zhang, Y Wang, J Wen, Z Teng… - Front Biosci (Elite …, 2011 - storage.imrpress.com",G Li; H Zhang; Y Wang; J Wen; Z Teng,NO AUTOCITA,,https://storage.imrpress.com/imr/journal/FBE/article/496099/1752780224730.pdf,6UpKbiR-qEsJ
3,603,Oxidative stress is a driver of normal and pathological ovarian aging,"U Luderer - Inflammation, Aging, and Oxidative Stress, 2016 - Springer",U Luderer,NO AUTOCITA,,https://link.springer.com/chapter/10.1007/978-3-319-33486-8_12,c0gRww_MUIgJ
4,604,p27kip1-dependent gene activity within granulosa cells reveals pathways relevant for control of primordial follicle activation in mice,"ER Frost, G Taylor, S Boeing, C Galichet, MA Baker… - bioRxiv, 2022 - biorxiv.org",ER Frost; G Taylor; S Boeing; C Galichet; MA Baker,NO AUTOCITA,,https://www.biorxiv.org/content/10.1101/2022.10.24.513438.abstract,PQfsXrcordgJ
5,605,Ovarian activation delays in peripubertal ewe lambs infected with Haemonchus contortus can be avoided by supplementing protein in their diets,"P Suarez-Henriques… - BMC veterinary …, 2021 - Springer",P Suarez-Henriques,NO AUTOCITA,,https://link.springer.com/article/10.1186/s12917-021-03020-7,xtgmVOYsyHAJ
6,606,Sphingosine Phosphate Enhances Primordial Follicle Activation via LATS Inhibition in the Hippo Signaling Pathway,"Z Huang, X Huang, T Xu, L Weng, J Cai, H Ge - 2024 - assets-eu.researchsquare.com",Z Huang; X Huang; T Xu; L Weng; J Cai; H Ge,NO AUTOCITA,,https://assets-eu.researchsquare.com/files/rs-4567121/v1/0710bc98-2ae4-4bbb-824f-c49232f9affd.pdf,tfU1mzILg7YJ
7,607,Regulation of quiescence and activation of oocyte growth in primordial follicles,"D Adhikari, K Liu - Oogenesis, 2012 - Springer",D Adhikari; K Liu,NO AUTOCITA,,https://link.springer.com/chapter/10.1007/978-0-85729-826-3_4,jXgfo2TSIcwJ
8,608,Sex cord-stromal and miscellaneous tumors of the ovary,"KC Strickland, MR Nucci, KR Lee, CP Crum - Diagnostic Gynecologic and …, 2018 - Elsevier",KC Strickland; MR Nucci; KR Lee; CP Crum,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/B9780323447324000273,MTbmTeYBq8MJ
